set	run	event	block	trial	condition	sequence	onset_s
set1	2	rest	10	NaN	REST		280.005398273468
set1	2	listen	11	1	hearing	statue statue statue	290.005417108536
set1	2	imagery	11	1	hearing	imagined_hearing.png	293.005391120911
set1	2	listen	11	2	hearing	carbon statue installed	296.005385160446
set1	2	imagery	11	2	hearing	imagined_hearing.png	299.005378246307
set1	2	listen	11	3	hearing	carbon statue installed	302.00536942482
set1	2	imagery	11	3	hearing	imagined_hearing.png	305.005359172821
set1	2	rest	11	NaN	REST		308.005347251892
set1	2	listen	12	1	hearing	installed carbon statue	318.005296230316
set1	2	imagery	12	1	hearing	imagined_hearing.png	321.005278348923
set1	2	listen	12	2	hearing	statue carbon carbon	324.00528049469
set1	2	imagery	12	2	hearing	imagined_hearing.png	327.005237102509
set1	2	listen	12	3	hearing	statue carbon installed	330.005215406418
set1	2	imagery	12	3	hearing	imagined_hearing.png	333.005191087723
set1	2	rest	12	NaN	REST		336.005165100098
set1	2	listen	13	1	speaking	statue statue statue	346.005072116852
set1	2	imagery	13	1	speaking	imagined_articulation.png	349.005041122437
set1	2	listen	13	2	speaking	statue carbon carbon	352.005008459091
set1	2	imagery	13	2	speaking	imagined_articulation.png	355.00497508049
set1	2	listen	13	3	speaking	statue statue installed	358.004940271378
set1	2	imagery	13	3	speaking	imagined_articulation.png	361.004905223846
set1	2	rest	13	NaN	REST		364.004867315292
set1	2	listen	14	1	hearing	statue installed installed	374.004735469818
set1	2	imagery	14	1	hearing	imagined_hearing.png	377.00469326973
set1	2	listen	14	2	hearing	carbon carbon statue	380.004649400711
set1	2	imagery	14	2	hearing	imagined_hearing.png	383.004604101181
set1	2	listen	14	3	hearing	carbon installed carbon	386.004559516907
set1	2	imagery	14	3	hearing	imagined_hearing.png	389.004512548447
set1	2	rest	14	NaN	REST		392.004464149475
